1,3639,1
1,3678,1
1,792,1
1,3374,5
1,5626,5
1,742,1
1,5687,5
1,4843,5
1,6332,1
1,732,5
1,4939,1
1,4101,1
1,4151,1
1,4402,1
1,1264,1
1,8635,5
1,5686,5
1,8364,5
1,4903,5
1,6338,1
1,3420,5
1,1689,5
1,6336,5
1,8437,5
1,428,5
1,4896,5
1,6349,5
1,4922,5
1,876,1
1,8242,5
1,8638,1
1,2575,5
1,4398,1
1,622,5
1,8595,5
1,265,1
1,22,5
1,4953,5
1,510,1
1,598,5
1,4403,1
1,8613,1
1,600,5
1,2566,1
1,5228,1
1,230,1
1,5385,5
1,5372,5
1,4400,1
1,8245,5
1,1567,5
1,8615,5
1,3646,1
1,3644,5
1,5600,1
1,4401,1
1,5693,5
1,8357,5
1,4397,1
1,995,1
1,229,1
1,6352,5
1,6201,1
1,385,1
1,855,5
1,4280,1
1,8316,5
1,8275,5
1,210,5
1,6216,1
1,8616,1
1,8360,5
1,737,1
1,8241,5
1,4901,1
1,8434,5
1,8649,1
1,8650,1
1,628,5
1,399,5
1,6355,5
1,599,1
1,6362,1
1,8313,1
1,3669,1
1,3569,5
1,4316,5
1,5231,1
1,1688,5
1,4287,5
1,1569,1
1,9,5
1,8413,1
1,803,5
1,10,1
1,332,1
1,369,5
1,8427,5
1,252,5
1,411,1
1,8988,1
1,8276,1
1,8278,1
1,8283,5
1,8288,5
1,8290,5
1,8292,5
1,8293,5
1,8297,5
1,8301,5
1,8302,5
1,2605,5
1,8320,5
1,8322,5
1,8323,1
1,8327,1
1,8330,1
1,8332,1
1,8333,5
1,8334,5
1,886,5
1,8342,1
1,1525,1
1,8354,5
1,8366,5
1,8374,5
1,1665,5
1,8380,1
1,8391,1
1,11,1
1,8172,5
1,8173,5
1,1561,5
1,8218,5
1,8200,5
1,2644,5
1,2387,1
1,8176,5
1,8177,5
1,8181,5
1,8184,5
1,8216,5
1,8227,1
1,8248,5
1,8237,5
1,8223,5
1,8212,5
1,8225,5
1,8213,5
1,459,5
1,79,5
1,8993,5
1,232,5
1,476,5
1,1599,5
1,9001,5
1,9002,5
1,9003,5
1,9004,5
1,952,5
1,88,5
1,9011,5
1,9013,5
1,494,5
1,1979,5
1,9023,5
1,457,5
1,9024,5
1,9025,5
1,9027,5
1,9028,5
1,9029,5
1,9030,5
1,9031,1
1,9032,5
1,1428,5
1,9033,5
1,1868,5
1,9035,1
1,9036,1
1,9037,1
1,786,5
1,9045,5
1,9046,5
1,507,5
1,503,5
1,9056,5
1,558,5
1,9076,5
1,9078,5
1,9080,5
1,9083,5
1,780,5
1,9087,5
1,9089,5
1,9093,1
1,9092,1
1,312,5
1,1488,1
1,9098,5
1,9099,5
1,9100,5
1,9102,5
1,1264,1
1,9106,1
1,1490,1
1,9109,5
1,1494,5
1,546,5
1,9115,1
1,9118,5
1,9127,5
1,4356,1
1,4359,1
1,4360,1
1,6211,5
1,8,1
1,51,1
1,53,1
1,8305,1
1,47,1
1,1437,1
1,1436,1
1,8257,1
1,8258,1
1,8259,1
1,8250,1
1,8267,1
1,8255,1
1,781,1
1,4107,1
1,779,1
1,114,1
1,9137,1
1,9065,1
1,9138,1
1,1084,1
1,9140,1
1,868,1
1,104,1
1,8994,1
1,83,1
1,9141,1
1,1028,1
1,3792,1
1,1092,1
1,3825,1
1,3834,1
1,4023,1
1,4026,1
1,4027,1
1,3569,1
1,4035,1
1,4119,1
1,4132,1
1,4133,1
1,4134,1
1,4137,1
1,4200,1
1,4223,1
1,4224,1
1,4378,1
1,4379,1
1,4682,1
1,4706,1
1,4797,1
1,4828,1
1,4830,1
1,4867,1
1,4941,1
1,4942,1
1,4943,1
1,4944,1
1,4945,1
1,4949,1
1,4947,1
1,876,1
1,5006,1
1,5019,1
1,5082,1
1,5201,1
1,5218,1
1,5293,1
1,5362,1
1,9162,1
1,9159,1
1,5377,1
1,5385,1
1,5386,1
1,5400,1
1,5401,1
1,9163,1
1,3866,1
1,5604,1
1,5681,1
1,5696,1
1,5697,1
1,5698,1
1,5722,1
1,5727,1
1,5790,1
1,9166,1
1,6006,1
1,9167,1
1,6214,1
1,6217,1
1,6355,1
1,9224,1
1,9228,1
1,9257,1
1,9276,1
1,9278,1
1,9284,1
1,9501,1
1,9502,1
1,9518,1
1,10105,1
1,10107,1
1,10109,1
1,10110,1
1,10111,1
1,10113,1
1,10116,1
1,10126,1
1,10129,1
1,10132,1
1,10134,1
1,10139,1
1,10152,1
1,10155,1
1,10161,1
1,10164,1
1,10167,1
1,10170,1
1,10173,1
1,10175,1
1,10178,1
1,10183,1
1,10186,1
1,10187,1
1,10188,1
1,10191,1
1,10193,1
1,10194,1
1,10197,1
1,10199,1
1,10203,1
1,10207,1
1,10209,1
1,10210,1
1,10212,1
1,10215,1
1,10217,1
1,10220,1
1,10221,1
1,10223,1
1,10224,1
1,10229,1
1,10231,1
1,10236,1
1,10246,1
1,10249,1
1,10259,1
1,10262,1
2,5790,1
2,3577,1
2,3678,1
2,8627,1
2,3722,1
2,5797,1
2,2460,1
2,5626,1
2,742,1
2,4843,1
2,4823,1
2,732,1
2,5233,1
2,4774,1
2,4058,1
2,4878,1
2,8655,1
2,4076,1
2,4402,1
2,5792,1
2,4284,1
2,5317,1
2,8364,1
2,4903,1
2,4312,1
2,2441,1
2,4388,1
2,1689,1
2,4841,1
2,4764,1
2,6336,1
2,5175,1
2,6446,1
2,4922,1
2,876,1
2,6010,1
2,6333,1
2,4953,1
2,4399,1
2,3439,1
2,8654,1
2,5228,1
2,997,1
2,230,1
2,5385,1
2,5065,1
2,4221,1
2,8761,1
2,1567,1
2,8893,1
2,5600,1
2,3658,1
2,5679,1
2,8357,1
2,5704,1
2,4680,1
2,3556,1
2,4390,1
2,6123,1
2,6180,1
2,4819,1
2,6352,1
2,4371,1
2,1049,1
2,8616,1
2,4315,1
2,4879,1
2,8241,1
2,5148,1
2,3502,1
2,4777,1
2,3475,1
2,628,1
2,6355,5
2,5154,1
2,2551,1
2,4835,1
2,5144,1
2,6318,1
2,1688,1
2,4287,1
2,1569,1
2,269,5
2,9,5
2,8413,5
2,10,5
2,8986,5
2,8421,1
2,332,1
2,8424,1
2,8427,1
2,353,1
2,317,1
2,8428,1
2,8431,1
2,252,1
2,8435,1
2,8436,1
2,411,1
2,8988,1
2,8440,1
2,8989,1
2,8276,1
2,8278,1
2,8290,1
2,8292,1
2,8293,1
2,8297,1
2,8299,1
2,8300,1
2,8301,1
2,8302,1
2,2605,1
2,8320,1
2,8322,1
2,8323,1
2,8324,1
2,8327,1
2,8330,1
2,8332,1
2,8333,1
2,886,1
2,8231,1
2,8339,1
2,1525,1
2,8344,1
2,8347,1
2,8354,1
2,8362,1
2,1665,1
2,8376,1
2,8385,1
2,8391,1
2,8393,1
2,8368,1
2,11,1
2,8171,1
2,8172,1
2,1561,1
2,8218,1
2,8232,1
2,8233,1
2,8200,1
2,8240,1
2,2644,1
2,2387,1
2,8211,1
2,8181,1
2,8184,1
2,8189,1
2,8216,1
2,8227,1
2,8228,1
2,8248,1
2,8192,1
